2015-08-01 15:53:44.878 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @1279ms
2015-08-06 11:43:27.633 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 11:43:27.634 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 11:43:27.635 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 11:43:27.709 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@f21d5f20: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,springConfiguration,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor,org.springframework.scheduling.annotation.ProxyAsyncConfiguration,org.springframework.context.annotation.internalAsyncAnnotationProcessor,accountManagementImpl,configurationManagementImpl,loginManagementImpl,merchantCouponManagementImpl,merchantGatewayDaoImpl,merchantManagementImpl,merchantUserManagementImpl,OAuthClientManagementImpl,paymentGatewayDaoImpl,puiManagementImpl,roleManagementImpl,transactionManagementImpl,configCustomRoleResourceImpl,configMerchantDelegateResourceImpl,configMerchantRoleResourceImpl,configMerchantUserRoleResourceImpl,indexResource,loginResourceImpl,merchantConfigResourceImpl,merchantGatewayHttpServiceImpl,merchantResourceImpl,merchantUserResourceImpl,merchantUserValidator,OAuthClientResourceImpl,paymentGatewayHttpServiceImpl,puiResourceImpl,configurationServiceClient,dataListServiceClient,dataServiceClient,mediaServiceClient,roleResourceImpl,transactionResourceImpl,merchantResourceTransformer,merchantUserResourceTransformer,puiResourceTransformer,resourceTransformer,roleTransformer,transactionResourceTransformer,accountServiceImpl,loginServiceImpl,mailServiceImpl,manageRoleServiceImpl,merchantGatewayServiceImpl,merchantServiceImpl,merchantUserServiceImpl,OAuthClientServiceImpl,paymentGatewayServiceImpl,puiServiceImpl,roleServiceImpl,snapshotBuilder,transactionServiceImpl,merchant,gateway,merchantNotificationService,addressTransformer,merchantTransformer,merchantUserTransformer,merchantGatewayValidator,merchantInternalResource,roleInternalResource,propertyConfigurer,mailSender,emf,emf.login,transactionManager,transactionManager.login,org.springframework.aop.config.internalAutoProxyCreator,org.springframework.transaction.annotation.AnnotationTransactionAttributeSource#0,org.springframework.transaction.interceptor.TransactionInterceptor#0,org.springframework.transaction.config.internalTransactionAdvisor,dataSource,dataSource.login]; parent: org.springframework.beans.factory.support.DefaultListableBeanFactory@fd8e2c77
2015-08-06 11:43:28.351 [main] INFO  c.m.d.m.MerchantUserRsApplication - run completed
2015-08-06 11:43:28.352 [main] INFO  io.dropwizard.server.ServerFactory - Starting MerchantUserRs
2015-08-06 11:43:28.470 [main] INFO  o.e.jetty.setuid.SetUIDListener - Opened application@37895c74{HTTP/1.1}{0.0.0.0:20151}
2015-08-06 11:43:28.521 [main] INFO  o.e.jetty.setuid.SetUIDListener - Opened admin@cac372a3{HTTP/1.1}{0.0.0.0:20150}
2015-08-06 11:43:28.523 [main] INFO  org.eclipse.jetty.server.Server - jetty-9.2.z-SNAPSHOT
2015-08-06 11:43:29.228 [main] INFO  i.d.jersey.DropwizardResourceConfig - The following paths were found for the configured resources:

    DELETE  /merchant/delete/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/address (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/child (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/list (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/listWithTypes (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantByEmail (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantIdsByCountryOfOperation (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/merchantLogoUrl (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/phones (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    GET     /merchant/settings (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/create (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/merchantsByIndustries (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/settings/update (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /merchant/update (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    PUT     /merchant/activate/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantResourceImpl)
    POST    /config/userrole/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantUserRoleResourceImpl)
    POST    /config/userrole/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantUserRoleResourceImpl)
    GET     /role/changePasswordIndex/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/delegations (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/loginDetails/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/menu/{userEntityId} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userAccess (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userDelegation (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /role/userEntityId/{email} (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    POST    /role/changePassword (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    POST    /role/userEntityIdWithoutPathParam (com.mpayme.dw.merchantuser.resource.RoleResourceImpl)
    GET     /powatag/v1/internal/roles/accesses/{email} (com.powatag.api.merchant.internal.resource.RoleResourceImpl)
    GET     /merchantuser/user/{userEntityId} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/userByEmail/{email} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/{merchantId}/alias/{alias}/users (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /merchantuser/{merchantId}/users (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/create (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/update (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    POST    /merchantuser/user/{userEntityId}/locale/{locale} (com.mpayme.dw.merchantuser.resource.MerchantUserResourceImpl)
    GET     /transaction/snapshot (com.mpayme.dw.merchantuser.resource.TransactionResourceImpl)
    POST    /transaction/list (com.mpayme.dw.merchantuser.resource.TransactionResourceImpl)
    POST    /login/validatePassword (com.mpayme.dw.merchantuser.resource.LoginResourceImpl)
    GET     /powatag/v1/internal/merchants/{merchantId} (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    GET     /powatag/v1/internal/merchants/{merchantId}/config (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    POST    /powatag/v1/internal/merchants/{merchantId}/customerfield/reply (com.powatag.api.merchant.internal.resource.MerchantResourceImpl)
    DELETE  /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    GET     /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    PATCH   /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    POST    /powatag/v1/merchants/{merchantId}/gateways (com.mpayme.dw.merchantuser.resource.MerchantGatewayHttpServiceImpl)
    POST    /config/merchantrole/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantRoleResourceImpl)
    POST    /config/merchantrole/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantRoleResourceImpl)
    GET     /powatag/v1/gateways (com.mpayme.dw.merchantuser.resource.PaymentGatewayHttpServiceImpl)
    GET     /powatag/v1/gateways/{gatewayId}/metadata (com.mpayme.dw.merchantuser.resource.PaymentGatewayHttpServiceImpl)
    GET     /pui (com.mpayme.dw.merchantuser.resource.PuiResourceImpl)
    POST    /config/customrole/create (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/function/add (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/function/remove (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/remove (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    POST    /config/customrole/rename (com.mpayme.dw.merchantuser.resource.ConfigCustomRoleResourceImpl)
    DELETE  /powatag/v1/merchants/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /powatag/v1/merchants/{merchantId} (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PATCH   /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    POST    /powatag/v1/merchants (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/activate (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/logo (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/paymentCurrencies (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    PUT     /powatag/v1/merchants/{merchantId}/paymentOptions (com.mpayme.dw.merchantuser.resource.MerchantConfigResourceImpl)
    GET     /oauth2/clients/ (com.mpayme.dw.merchantuser.resource.OAuthClientResourceImpl)
    POST    /oauth2/clients/ (com.mpayme.dw.merchantuser.resource.OAuthClientResourceImpl)
    POST    /config/merchantdelgate/add (com.mpayme.dw.merchantuser.resource.ConfigMerchantDelegateResourceImpl)
    POST    /config/merchantdelgate/remove (com.mpayme.dw.merchantuser.resource.ConfigMerchantDelegateResourceImpl)
    GET     / (com.mpayme.dw.merchantuser.resource.IndexResource)

2015-08-06 11:43:29.229 [main] WARN  o.glassfish.jersey.internal.Errors - The following warnings have been detected: WARNING: The (sub)resource method get in com.mpayme.dw.merchantuser.resource.IndexResource contains empty path annotation.

2015-08-06 11:43:29.232 [main] INFO  o.e.j.server.handler.ContextHandler - Started i.d.j.MutableServletContextHandler@e1377fe{/,null,AVAILABLE}
2015-08-06 11:43:29.235 [main] INFO  i.dropwizard.setup.AdminEnvironment - tasks = 

    POST    /tasks/log-level (io.dropwizard.servlets.tasks.LogConfigurationTask)
    POST    /tasks/gc (io.dropwizard.servlets.tasks.GarbageCollectionTask)

2015-08-06 11:43:29.238 [main] INFO  o.e.j.server.handler.ContextHandler - Started i.d.j.MutableServletContextHandler@6b5bb3b1{/,null,AVAILABLE}
2015-08-06 11:43:29.708 [main] INFO  o.e.jetty.server.ServerConnector - Started application@37895c74{HTTP/1.1}{0.0.0.0:20151}
2015-08-06 11:43:30.251 [main] INFO  o.e.jetty.server.ServerConnector - Started admin@cac372a3{HTTP/1.1}{0.0.0.0:20150}
2015-08-06 11:43:30.252 [main] INFO  org.eclipse.jetty.server.Server - Started @19280ms
2015-08-06 12:09:37.166 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @1296ms
2015-08-06 12:09:37.259 [main] INFO  o.s.w.c.s.AnnotationConfigWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Thu Aug 06 12:09:37 CST 2015]; root of context hierarchy
2015-08-06 12:09:37.346 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2015-08-06 12:09:37.352 [main] INFO  o.s.b.f.s.DefaultListableBeanFactory - Pre-instantiating singletons in org.springframework.beans.factory.support.DefaultListableBeanFactory@690081a9: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,org.springframework.context.annotation.ConfigurationClassPostProcessor.importAwareProcessor]; root of factory hierarchy
2015-08-06 12:09:37.357 [main] INFO  o.s.w.c.s.AnnotationConfigWebApplicationContext - Refreshing Root WebApplicationContext: startup date [Thu Aug 06 12:09:37 CST 2015]; parent: Root WebApplicationContext
2015-08-06 12:09:37.359 [main] INFO  o.s.w.c.s.AnnotationConfigWebApplicationContext - Registering annotated classes: [class com.mpayme.dw.merchantuser.config.SpringConfiguration]
2015-08-06 12:09:37.515 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-config.xml]
2015-08-06 12:09:38.291 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-service.xml]
2015-08-06 12:09:38.318 [main] INFO  o.s.b.f.xml.XmlBeanDefinitionReader - Loading XML bean definitions from class path resource [spring-database.xml]
2015-08-06 12:09:38.446 [main] INFO  o.s.b.f.a.AutowiredAnnotationBeanPostProcessor - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2015-08-06 12:09:38.472 [main] INFO  o.s.w.c.s.AnnotationConfigWebApplicationContext - Bean 'org.springframework.scheduling.annotation.ProxyAsyncConfiguration' of type [class org.springframework.scheduling.annotation.ProxyAsyncConfiguration$$EnhancerBySpringCGLIB$$b86a5c3b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2015-08-06 12:09:38.550 [MLog-Init-Reporter] INFO  com.mchange.v2.log.MLog - MLog clients using slf4j logging.
2015-08-06 12:09:38.734 [main] INFO  com.mchange.v2.c3p0.C3P0Registry - Initializing c3p0-0.9.5 [built 02-January-2015 13:25:04 -0500; debug? true; trace: 10]
2015-08-06 12:09:38.930 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'payme.znap'
2015-08-06 12:09:38.935 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: payme.znap
	...]
2015-08-06 12:09:38.993 [main] INFO  org.hibernate.Version - HHH000412: Hibernate Core {4.3.5.Final}
2015-08-06 12:09:38.994 [main] INFO  org.hibernate.cfg.Environment - HHH000206: hibernate.properties not found
2015-08-06 12:09:38.994 [main] INFO  org.hibernate.cfg.Environment - HHH000021: Bytecode provider name : javassist
2015-08-06 12:09:43.141 [main] INFO  o.h.annotations.common.Version - HCANN000001: Hibernate Commons Annotations {4.0.4.Final}
2015-08-06 12:09:43.276 [main] INFO  c.m.v.c.i.AbstractPoolBackedDataSource - Initializing c3p0 pool... com.mchange.v2.c3p0.ComboPooledDataSource [ acquireIncrement -> 3, acquireRetryAttempts -> 30, acquireRetryDelay -> 1000, autoCommitOnClose -> false, automaticTestTable -> null, breakAfterAcquireFailure -> false, checkoutTimeout -> 0, connectionCustomizerClassName -> null, connectionTesterClassName -> com.mchange.v2.c3p0.impl.DefaultConnectionTester, contextClassLoaderSource -> caller, dataSourceName -> 1hge2x49bbzjxk1eso1sp|46e2a0b5, debugUnreturnedConnectionStackTraces -> false, description -> null, driverClass -> oracle.jdbc.driver.OracleDriver, extensions -> {}, factoryClassLocation -> null, forceIgnoreUnresolvedTransactions -> false, forceUseNamedDriverClass -> false, identityToken -> 1hge2x49bbzjxk1eso1sp|46e2a0b5, idleConnectionTestPeriod -> 100, initialPoolSize -> 3, jdbcUrl -> jdbc:oracle:thin:@localhost:1521:xe, maxAdministrativeTaskTime -> 0, maxConnectionAge -> 0, maxIdleTime -> 300, maxIdleTimeExcessConnections -> 0, maxPoolSize -> 30, maxStatements -> 50, maxStatementsPerConnection -> 0, minPoolSize -> 5, numHelperThreads -> 3, preferredTestQuery -> select 1 from dual, privilegeSpawnedThreads -> false, properties -> {user=******, password=******}, propertyCycle -> 0, statementCacheNumDeferredCloseThreads -> 0, testConnectionOnCheckin -> false, testConnectionOnCheckout -> true, unreturnedConnectionTimeout -> 0, userOverrides -> {}, usesTraditionalReflectiveProxies -> false ]
2015-08-06 12:09:43.286 [main] WARN  c.m.v.r.BasicResourcePool - Bad pool size config, start 3 < min 5. Using 5 as start.
2015-08-06 12:09:43.580 [main] INFO  org.hibernate.dialect.Dialect - HHH000400: Using dialect: org.hibernate.dialect.Oracle10gDialect
2015-08-06 12:09:44.100 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.pk.CountryUnverifedPaymentLimitPK
2015-08-06 12:09:44.100 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.CountryUnverifedPaymentLimitPK
2015-08-06 12:09:44.101 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.merchant.entity.UserEntityRoleRlatPK
2015-08-06 12:09:44.101 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.merchant.entity.UserEntityRoleRlatPK
2015-08-06 12:09:44.102 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.DataList
2015-08-06 12:09:44.102 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.DataList
2015-08-06 12:09:44.109 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.109 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.core.entity.pk.UserUnverifedAccountPaymentPK
2015-08-06 12:09:44.109 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.core.entity.pk.UserUnverifedAccountPaymentPK
2015-08-06 12:09:44.110 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.110 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.pk.UserAgreementPK
2015-08-06 12:09:44.110 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.UserAgreementPK
2015-08-06 12:09:44.111 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.merchant.entity.MerchantDelegationPK
2015-08-06 12:09:44.111 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.merchant.entity.MerchantDelegationPK
2015-08-06 12:09:44.111 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dw.merchantuser.dao.entity.LoginDetailsPK
2015-08-06 12:09:44.112 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.112 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.core.entity.pk.UserRegisterSourcePK
2015-08-06 12:09:44.112 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.core.entity.pk.UserRegisterSourcePK
2015-08-06 12:09:44.113 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.TaxableProductTypeTree
2015-08-06 12:09:44.113 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.TaxableProductTypeTree
2015-08-06 12:09:44.113 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.113 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.core.entity.pk.BinMappingPK
2015-08-06 12:09:44.113 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.core.entity.pk.BinMappingPK
2015-08-06 12:09:44.114 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.merchant.entity.MerchantRelationPK
2015-08-06 12:09:44.114 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.merchant.entity.MerchantRelationPK
2015-08-06 12:09:44.115 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.pk.LocaleSupportPK
2015-08-06 12:09:44.115 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.LocaleSupportPK
2015-08-06 12:09:44.115 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.pk.LocaleMappingPK
2015-08-06 12:09:44.115 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.pk.LocaleMappingPK
2015-08-06 12:09:44.116 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.coupon.CouponExtProductPK
2015-08-06 12:09:44.116 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.coupon.CouponExtProductPK
2015-08-06 12:09:44.119 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.dao.configuration.StaticData
2015-08-06 12:09:44.119 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.dao.configuration.StaticData
2015-08-06 12:09:44.123 [main] WARN  org.hibernate.mapping.RootClass - HHH000038: Composite-id class does not override equals(): com.mpayme.productmgt.ProductListViewPK
2015-08-06 12:09:44.123 [main] WARN  org.hibernate.mapping.RootClass - HHH000039: Composite-id class does not override hashCode(): com.mpayme.productmgt.ProductListViewPK
2015-08-06 12:09:44.131 [main] INFO  o.h.h.i.a.ASTQueryTranslatorFactory - HHH000397: Using ASTQueryTranslatorFactory
2015-08-06 12:09:44.552 [main] DEBUG c.m.util.StringSequenceGenerator - entity id [PREFIX:]
2015-08-06 12:09:44.890 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.892 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.925 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 12:09:44.946 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 12:09:45.620 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:45.620 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:45.974 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:45.974 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.049 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.049 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.050 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.050 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.060 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.060 [main] WARN  o.h.d.function.TemplateRenderer - HHH000174: Function template anticipated 4 arguments, but 1 arguments encountered
2015-08-06 12:09:46.167 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.167 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.payment.TransactionAmountPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.168 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.168 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.dao.configuration.pk.UserAgreementPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.173 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.173 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.UserRegisterSourcePK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.175 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.175 [main] INFO  o.hibernate.tuple.PojoInstantiator - HHH000182: No default (no-argument) constructor for class: com.mpayme.core.entity.pk.BinMappingPK (class must be instantiated by Interceptor)
2015-08-06 12:09:46.228 [main] INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean - Building JPA container EntityManagerFactory for persistence unit 'payme.login'
2015-08-06 12:09:46.228 [main] INFO  o.h.jpa.internal.util.LogHelper - HHH000204: Processing PersistenceUnitInfo [
	name: payme.login
	...]
